Seq2;ee=0.013;size=118913;	Unsorted_L37
Seq3416;ee=0.0059;size=27;	GFP23_A
Seq3451;ee=0.012;size=27;	Unsorted_P25
Seq3482;ee=0.015;size=27;	Unsorted_E59
Seq3504;ee=0.012;size=26;	Unsorted_P42
Seq3538;ee=0.0059;size=26;	Unsorted_A3
Seq3581;ee=0.0062;size=26;	Unsorted_N20
Seq3602;ee=0.0062;size=26;	VEGF4_N
Seq3605;ee=0.012;size=26;	Unsorted_P75
Seq3634;ee=0.0059;size=25;	Unsorted_A44
Seq3659;ee=0.015;size=25;	Unsorted_Q23
Seq3674;ee=0.024;size=25;	Unsorted_G5
Seq3705;ee=0.0097;size=25;	GFP28_A
Seq3713;ee=0.0062;size=25;	VEGF25_N
Seq3724;ee=0.0062;size=25;	PD1-Avidin7_N
Seq3712;ee=0.054;size=25;	Unsorted_B71
Seq3747;ee=0.0059;size=25;	Unsorted_A13
Seq3870;ee=0.0059;size=24;	GFP21_A
Seq3862;ee=0.02;size=24;	Unsorted_G40
Seq3935;ee=0.12;size=24;	Unsorted_Q48
Seq3948;ee=0.017;size=23;	Unsorted_F74
Seq3967;ee=0.02;size=23;	Unsorted_B11
Seq3979;ee=0.017;size=23;	Unsorted_B61
Seq4002;ee=0.02;size=23;	Unsorted_J57
Seq4011;ee=0.0059;size=23;	Unsorted_A2
Seq4009;ee=0.014;size=23;	PE43_O
Seq4027;ee=0.015;size=23;	Unsorted_E14
Seq4037;ee=0.0062;size=23;	Unsorted_N26
Seq4045;ee=0.021;size=23;	Unsorted_G68
Seq4033;ee=0.0086;size=23;	Unsorted_M25
Seq4066;ee=0.012;size=23;	Unsorted_P32
Seq4103;ee=0.009;size=22;	Unsorted_M53
Seq4110;ee=0.011;size=22;	Unsorted_P7
Seq4180;ee=0.011;size=22;	Unsorted_P17
Seq4212;ee=0.037;size=22;	CTLA-Avidin25_A
Seq4225;ee=0.011;size=22;	Unsorted_H26
Seq4237;ee=0.0059;size=22;	Unsorted_A57
Seq4411;ee=0.0062;size=21;	VEGF1_N
Seq4434;ee=0.015;size=21;	Unsorted_L48
Seq4440;ee=0.015;size=21;	CTLA-Tris-Carb15_O
Seq4563;ee=0.014;size=20;	Unsorted_L72
Seq4582;ee=0.011;size=20;	Unsorted_H7
Seq4599;ee=0.0062;size=20;	PD1-Avidin34_N
Seq4620;ee=0.0062;size=20;	VEGF44_N
Seq4635;ee=0.012;size=20;	Unsorted_P49
Seq4658;ee=0.014;size=20;	Unsorted_Q20
Seq4657;ee=0.011;size=20;	Unsorted_H61
Seq4700;ee=0.0059;size=19;	Unsorted_A59
Seq4770;ee=0.023;size=19;	Unsorted_C13
Seq4791;ee=0.015;size=19;	Unsorted_Q59
Seq4814;ee=0.0062;size=19;	PE23_N
Seq4875;ee=0.0062;size=19;	VEGF38_N
Seq4910;ee=0.011;size=19;	Unsorted_H59
Seq4922;ee=0.017;size=19;	Unsorted_F28
Seq4943;ee=0.013;size=18;	Unsorted_L64
Seq4979;ee=0.02;size=18;	Unsorted_G66
Seq4967;ee=0.021;size=18;	Unsorted_G75
Seq5007;ee=0.0066;size=18;	Luciferase26_N
Seq5010;ee=0.0062;size=18;	VEGF11_N
Seq5023;ee=0.013;size=18;	Unsorted_L55
Seq5050;ee=0.015;size=18;	Unsorted_Q46
Seq5067;ee=0.17;size=18;	Unsorted_C31
Seq5079;ee=0.015;size=18;	Unsorted_Q66
Seq5132;ee=0.029;size=18;	Unsorted_I40
Seq5141;ee=0.014;size=18;	Unsorted_O5
Seq5211;ee=0.0059;size=17;	PD1-Avidin48_A
Seq5236;ee=0.012;size=17;	Unsorted_P21
Seq5241;ee=0.015;size=17;	Unsorted_Q72
Seq5285;ee=0.013;size=17;	Unsorted_P66
Seq5301;ee=0.0062;size=17;	Unsorted_N72
Seq5307;ee=0.011;size=17;	Unsorted_H2
Seq5377;ee=0.0062;size=17;	VEGF33_N
Seq5412;ee=0.0092;size=17;	Unsorted_M7
Seq5465;ee=0.02;size=17;	Unsorted_G69
Seq5471;ee=0.0062;size=17;	Unsorted_N38
Seq5475;ee=0.014;size=17;	Unsorted_D44
Seq5483;ee=0.0084;size=17;	Unsorted_M15
Seq5486;ee=0.0062;size=17;	Unsorted_N71
Seq5601;ee=0.014;size=16;	Unsorted_O18
Seq5620;ee=0.011;size=16;	Unsorted_H70
Seq5618;ee=0.017;size=16;	Unsorted_J16
Seq5630;ee=0.0062;size=16;	Unsorted_N52
Seq5693;ee=0.0062;size=16;	Unsorted_N16
Seq5702;ee=0.012;size=16;	Unsorted_P8
Seq5712;ee=0.0059;size=16;	Unsorted_A14
Seq5757;ee=0.011;size=16;	Unsorted_H35
Seq5762;ee=0.011;size=16;	Unsorted_N50
Seq5788;ee=0.015;size=16;	Unsorted_E45
Seq5787;ee=0.012;size=16;	Unsorted_P29
Seq5887;ee=0.015;size=15;	Unsorted_E68
Seq5935;ee=0.084;size=15;	Unsorted_B34
Seq5977;ee=0.014;size=15;	Unsorted_O16
Seq6021;ee=0.017;size=15;	Unsorted_F71
Seq6018;ee=0.015;size=15;	Unsorted_E5
Seq6019;ee=0.0089;size=15;	Unsorted_M70
Seq6187;ee=0.049;size=14;	Unsorted_M5
Seq6188;ee=0.021;size=14;	Unsorted_G52
Seq6226;ee=0.0062;size=14;	VEGF24_N
Seq6253;ee=0.014;size=14;	Unsorted_P55
Seq6298;ee=0.022;size=14;	Unsorted_J25
Seq6452;ee=0.0059;size=14;	Unsorted_A22
Seq6519;ee=0.065;size=14;	Unsorted_D60
Seq6545;ee=0.014;size=13;	Unsorted_D61
Seq6541;ee=0.012;size=13;	Unsorted_P3
Seq6593;ee=0.019;size=13;	VEGF32_N
Seq6654;ee=0.014;size=13;	Unsorted_O31
Seq6846;ee=0.012;size=13;	Unsorted_P63
Seq6855;ee=0.016;size=13;	Unsorted_H25
Seq6860;ee=0.017;size=13;	Unsorted_K17
Seq6922;ee=0.011;size=13;	Unsorted_P23
Seq6927;ee=0.015;size=13;	Unsorted_E42
Seq6961;ee=0.015;size=12;	Unsorted_Q34
Seq7026;ee=0.0093;size=12;	PE25_A
Seq7035;ee=0.011;size=12;	Unsorted_P47
Seq7097;ee=0.065;size=12;	Unsorted_P41
Seq7161;ee=0.0083;size=12;	Unsorted_M73
Seq7167;ee=0.016;size=12;	Unsorted_B14
Seq7189;ee=0.0084;size=12;	Unsorted_M49
Seq7341;ee=0.015;size=12;	Unsorted_Q30
Seq7342;ee=0.016;size=12;	Unsorted_B43
Seq7354;ee=0.0062;size=12;	Luciferase23_N
Seq7426;ee=0.0087;size=12;	Unsorted_M50
Seq7468;ee=0.015;size=11;	Unsorted_Q13
Seq7471;ee=0.018;size=11;	Unsorted_J54
Seq7580;ee=0.011;size=11;	Unsorted_H11
Seq7610;ee=0.017;size=11;	CTLA-Avidin39_B
Seq7617;ee=0.014;size=11;	Unsorted_D47
Seq7741;ee=0.015;size=11;	Unsorted_Q1
Seq7749;ee=0.0087;size=11;	Unsorted_M54
Seq7784;ee=0.14;size=11;	Unsorted_O24
Seq7793;ee=0.053;size=11;	Unsorted_J3
Seq7837;ee=0.012;size=11;	Unsorted_P46
Seq7933;ee=0.016;size=11;	Unsorted_H12
Seq7938;ee=0.0062;size=11;	VEGF48_N
Seq8014;ee=0.0062;size=11;	VEGF23_N
Seq8056;ee=0.011;size=10;	Unsorted_H31
Seq8060;ee=0.0059;size=10;	GFP10_A
Seq8081;ee=0.19;size=10;	Unsorted_J37
Seq8089;ee=0.015;size=10;	Unsorted_E71
Seq8137;ee=0.017;size=10;	PD1-Avidin15_B
Seq8147;ee=0.015;size=10;	Unsorted_Q44
Seq8179;ee=0.014;size=10;	Unsorted_D67
Seq8188;ee=0.0099;size=10;	Luciferase22_A
Seq8227;ee=0.015;size=10;	Unsorted_Q27
Seq8234;ee=0.0062;size=10;	Unsorted_N3
Seq8293;ee=0.018;size=10;	Unsorted_I70
Seq8379;ee=0.017;size=10;	Unsorted_I61
Seq8576;ee=0.0066;size=10;	PE29_N
Seq8653;ee=0.0086;size=9;	Unsorted_M66
Seq8671;ee=0.0062;size=9;	Luciferase44_N
Seq8790;ee=0.017;size=9;	CTLA-Avidin34_J
Seq8819;ee=0.29;size=9;	Native_O1
Seq8835;ee=0.023;size=9;	Unsorted_C26
Seq8918;ee=0.015;size=9;	Unsorted_Q22
Seq8930;ee=0.021;size=9;	Unsorted_G36
Seq8953;ee=0.015;size=9;	PD1-Avidin6_E
Seq8949;ee=0.0059;size=9;	Unsorted_A16
Seq8964;ee=0.012;size=9;	Unsorted_P27
Seq8984;ee=0.0059;size=9;	Unsorted_A40
Seq9067;ee=0.018;size=9;	Unsorted_J73
Seq9242;ee=0.02;size=9;	Unsorted_G6
Seq9240;ee=0.014;size=9;	Unsorted_O21
Seq9244;ee=0.0084;size=9;	Unsorted_M14
Seq9269;ee=0.02;size=9;	Unsorted_I22
Seq9312;ee=0.0062;size=9;	Unsorted_N23
Seq9479;ee=0.0059;size=8;	CTLA-Avidin50_A
Seq9493;ee=0.0062;size=8;	Unsorted_N34
Seq9691;ee=0.0062;size=8;	VEGF18_N
Seq9719;ee=0.0059;size=8;	Unsorted_A67
Seq9775;ee=0.015;size=8;	VEGF8_E
Seq9794;ee=0.0063;size=8;	PD1-Avidin1_A
Seq9807;ee=0.0062;size=8;	VEGF6_N
Seq9960;ee=0.0062;size=8;	Luciferase4_N
Seq10018;ee=0.014;size=8;	Unsorted_O14
Seq10067;ee=0.14;size=8;	Unsorted_B27
Seq10077;ee=0.0062;size=8;	Unsorted_N6
Seq10092;ee=0.014;size=8;	Unsorted_D26
Seq10143;ee=0.0087;size=8;	Unsorted_M46
Seq10216;ee=0.017;size=8;	Unsorted_B16
Seq10245;ee=0.0059;size=8;	Luciferase50_A
Seq10266;ee=0.0059;size=8;	Unsorted_A21
Seq10262;ee=0.013;size=8;	Unsorted_P2
Seq10330;ee=0.015;size=7;	CTLA-Avidin45_E
Seq10343;ee=0.017;size=7;	Unsorted_B52
Seq10346;ee=0.014;size=7;	Unsorted_O42
Seq10384;ee=0.0062;size=7;	PD1-Avidin45_N
Seq10459;ee=0.0062;size=7;	VEGF34_N
Seq10668;ee=0.012;size=7;	Unsorted_P36
Seq10698;ee=0.021;size=7;	Unsorted_G19
Seq10758;ee=0.016;size=7;	Unsorted_Q68
Seq10784;ee=0.012;size=7;	Unsorted_P13
Seq10851;ee=0.017;size=7;	Unsorted_F20
Seq10915;ee=0.0088;size=7;	Unsorted_M57
Seq10962;ee=0.017;size=7;	Unsorted_I12
Seq10975;ee=0.018;size=7;	Unsorted_F40
Seq10987;ee=0.018;size=7;	Unsorted_F47
Seq11075;ee=0.015;size=7;	Unsorted_D75
Seq11102;ee=0.016;size=7;	Unsorted_B59
Seq11148;ee=0.018;size=7;	Unsorted_B69
Seq11147;ee=0.017;size=7;	Unsorted_F70
Seq11178;ee=0.0062;size=7;	VEGF36_N
Seq11225;ee=0.017;size=7;	Unsorted_B75
Seq11292;ee=0.0059;size=7;	CTLA-Avidin2_A
Seq11317;ee=0.015;size=7;	Unsorted_O75
Seq11334;ee=0.017;size=7;	Unsorted_E49
Seq11336;ee=0.0059;size=7;	Unsorted_A65
Seq11358;ee=0.012;size=7;	Unsorted_P22
Seq11376;ee=0.012;size=7;	Unsorted_P19
Seq11382;ee=0.0062;size=7;	PE13_N
Seq11399;ee=0.17;size=6;	Unsorted_B63
Seq11554;ee=0.014;size=6;	Unsorted_D54
Seq11735;ee=0.0062;size=6;	VEGF35_N
Seq11762;ee=0.015;size=6;	Unsorted_Q56
Seq11858;ee=0.018;size=6;	PD1-Avidin17_J
Seq11864;ee=0.017;size=6;	Unsorted_F17
Seq12061;ee=0.014;size=6;	Unsorted_O13
Seq12059;ee=0.015;size=6;	Native_E1
Seq12069;ee=0.0059;size=6;	Unsorted_A19
Seq12144;ee=0.017;size=6;	Unsorted_B40
Seq12307;ee=0.0062;size=6;	PE24_N
Seq12303;ee=0.015;size=6;	Unsorted_E56
Seq12325;ee=0.015;size=6;	Unsorted_D12
Seq12336;ee=0.015;size=6;	Unsorted_Q19
Seq12377;ee=0.016;size=6;	Unsorted_E3
Seq12455;ee=0.015;size=6;	Unsorted_Q74
Seq12549;ee=0.015;size=6;	Unsorted_E1
Seq12577;ee=0.18;size=6;	Unsorted_D28
Seq12632;ee=0.0059;size=6;	Unsorted_A63
Seq12677;ee=0.0062;size=6;	VEGF16_N
Seq12728;ee=0.011;size=6;	Unsorted_H34
Seq12844;ee=0.016;size=5;	Unsorted_B54
Seq12921;ee=0.3;size=5;	Unsorted_C75
Seq12944;ee=0.064;size=5;	Unsorted_D4
Seq13055;ee=0.014;size=5;	CTLA-Tris-Carb10_O
Seq13167;ee=0.037;size=5;	Unsorted_H63
Seq13295;ee=0.0059;size=5;	CTLA-Avidin14_A
Seq13297;ee=0.011;size=5;	Unsorted_H6
Seq13350;ee=0.014;size=5;	Unsorted_D15
Seq13371;ee=0.015;size=5;	Unsorted_Q70
Seq13455;ee=0.017;size=5;	Unsorted_I14
Seq13491;ee=0.016;size=5;	Unsorted_B74
Seq13497;ee=0.011;size=5;	Unsorted_H47
Seq13512;ee=0.012;size=5;	Unsorted_P1
Seq13528;ee=0.014;size=5;	Unsorted_H16
Seq13706;ee=0.014;size=5;	Unsorted_D73
Seq13738;ee=0.017;size=5;	Unsorted_J13
Seq13774;ee=0.0062;size=5;	VEGF13_N
Seq13792;ee=0.063;size=5;	Unsorted_F7
Seq13814;ee=0.022;size=5;	Unsorted_C37
Seq14010;ee=0.0072;size=5;	Unsorted_A1
Seq14058;ee=0.014;size=5;	Unsorted_O7
Seq14146;ee=0.017;size=5;	Unsorted_F18
Seq14231;ee=0.015;size=5;	Unsorted_Q7
Seq14302;ee=0.015;size=5;	Unsorted_D72
Seq14344;ee=0.0062;size=5;	VEGF30_N
Seq14364;ee=0.014;size=5;	Unsorted_O12
Seq14412;ee=0.011;size=4;	Unsorted_H9
Seq14403;ee=0.022;size=5;	Unsorted_C73
Seq14609;ee=0.017;size=4;	Native_F1
Seq14619;ee=0.0088;size=4;	Unsorted_M9
Seq14646;ee=0.15;size=4;	CTLA-Avidin15_E
Seq14645;ee=0.014;size=4;	Unsorted_O63
Seq14659;ee=0.11;size=4;	Unsorted_C22
Seq14666;ee=0.0059;size=4;	CTLA-Avidin28_A
Seq14660;ee=0.013;size=4;	Unsorted_P16
Seq14702;ee=0.015;size=4;	Unsorted_E2
Seq14798;ee=0.012;size=4;	Unsorted_P59
Seq14826;ee=0.0062;size=4;	VEGF29_N
Seq14834;ee=0.015;size=4;	Unsorted_O62
Seq14844;ee=0.24;size=4;	Unsorted_H67
Seq14854;ee=0.014;size=4;	Unsorted_D31
Seq14959;ee=0.0093;size=4;	Unsorted_N49
Seq15103;ee=0.012;size=4;	Unsorted_P12
Seq15185;ee=0.0062;size=4;	PE12_N
Seq15201;ee=0.0062;size=4;	VEGF10_N
Seq15417;ee=0.0089;size=4;	Unsorted_M55
Seq15510;ee=0.015;size=4;	Unsorted_Q71
Seq15537;ee=0.018;size=4;	Unsorted_J22
Seq15569;ee=0.017;size=4;	Unsorted_J14
Seq15575;ee=0.0085;size=4;	Unsorted_M20
Seq15607;ee=0.0062;size=4;	VEGF26_N
Seq15644;ee=0.011;size=4;	CTLA-Avidin49_H
Seq15837;ee=0.016;size=4;	Unsorted_B1
Seq15902;ee=0.0062;size=4;	Unsorted_N28
Seq15999;ee=0.023;size=4;	Unsorted_C58
Seq16025;ee=0.0062;size=4;	Unsorted_N9
Seq16028;ee=0.0062;size=4;	Native_N1
Seq16043;ee=0.018;size=4;	Unsorted_F21
Seq16044;ee=0.016;size=4;	Unsorted_B73
Seq16073;ee=0.16;size=4;	Unsorted_B28
Seq16247;ee=0.011;size=4;	Unsorted_H44
Seq16443;ee=0.0059;size=4;	Unsorted_A31
Seq16445;ee=0.0062;size=4;	Unsorted_N62
Seq16515;ee=0.018;size=4;	Unsorted_I51
Seq16509;ee=0.015;size=4;	Unsorted_Q58
Seq16683;ee=0.014;size=4;	Unsorted_E15
Seq16802;ee=0.015;size=3;	Unsorted_E67
Seq16822;ee=0.014;size=3;	Unsorted_P72
Seq16942;ee=0.28;size=3;	Unsorted_G25
Seq17003;ee=0.0062;size=3;	Unsorted_N36
Seq17016;ee=0.0059;size=3;	Unsorted_A54
Seq17121;ee=0.0089;size=3;	Unsorted_M17
Seq17131;ee=0.0062;size=3;	Unsorted_N25
Seq17186;ee=0.0059;size=3;	GFP13_A
Seq17340;ee=0.16;size=3;	Unsorted_E70
Seq17365;ee=0.016;size=3;	Unsorted_B25
Seq17404;ee=0.017;size=3;	Unsorted_I31
Seq17451;ee=0.018;size=3;	Unsorted_I32
Seq17499;ee=0.17;size=3;	Unsorted_D1
Seq17648;ee=0.023;size=3;	Unsorted_F11
Seq17656;ee=0.017;size=3;	Unsorted_I46
Seq17809;ee=0.014;size=3;	Unsorted_D52
Seq18049;ee=0.014;size=3;	Unsorted_D8
Seq18207;ee=0.014;size=3;	Unsorted_O17
Seq18270;ee=0.36;size=3;	Unsorted_O55
Seq18411;ee=0.023;size=3;	Native_C1
Seq18484;ee=0.017;size=3;	Unsorted_J26
Seq18627;ee=0.016;size=3;	Unsorted_Q15
Seq18775;ee=0.0062;size=3;	Luciferase1_N
Seq18805;ee=0.015;size=3;	PD1-Avidin33_E
Seq18824;ee=0.0059;size=3;	Unsorted_A60
Seq18910;ee=0.02;size=3;	Unsorted_Q10
Seq18962;ee=0.017;size=3;	Unsorted_I52
Seq18975;ee=0.017;size=3;	Unsorted_J35
Seq19091;ee=0.016;size=3;	Unsorted_B53
Seq19087;ee=0.0059;size=3;	Unsorted_A26
Seq19110;ee=0.015;size=3;	Unsorted_Q47
Seq19181;ee=0.016;size=3;	Unsorted_B3
Seq19182;ee=0.0062;size=3;	VEGF5_N
Seq19234;ee=0.017;size=3;	Unsorted_F15
Seq19251;ee=0.019;size=3;	Unsorted_E53
Seq19316;ee=0.0062;size=3;	Luciferase38_N
Seq19337;ee=0.011;size=3;	Unsorted_H46
Seq19345;ee=0.0088;size=3;	Unsorted_M4
Seq19363;ee=0.015;size=3;	Unsorted_D25
Seq19479;ee=0.014;size=3;	Unsorted_D39
Seq19531;ee=0.19;size=3;	Unsorted_C41
Seq19560;ee=0.0062;size=3;	VEGF46_N
Seq19644;ee=0.014;size=3;	Unsorted_D48
Seq19680;ee=0.013;size=3;	Unsorted_L54
Seq19688;ee=0.014;size=3;	PE42_O
Seq19703;ee=0.33;size=3;	Unsorted_H33
Seq19759;ee=0.0062;size=3;	Luciferase2_N
Seq20013;ee=0.015;size=3;	Unsorted_E35
Seq20145;ee=0.0062;size=3;	Luciferase21_N
Seq20184;ee=0.011;size=3;	Unsorted_H41
Seq20302;ee=0.014;size=2;	Unsorted_D62
Seq20323;ee=0.017;size=2;	Unsorted_J24
Seq20318;ee=0.017;size=2;	Unsorted_F48
Seq20326;ee=0.0059;size=2;	Luciferase7_A
Seq20429;ee=0.015;size=2;	Unsorted_Q3
Seq20430;ee=0.011;size=2;	Unsorted_H66
Seq20483;ee=0.016;size=2;	Unsorted_B36
Seq20514;ee=0.017;size=2;	Unsorted_I38
Seq20539;ee=0.022;size=2;	Unsorted_C62
Seq20735;ee=0.015;size=2;	Unsorted_E21
Seq20899;ee=0.0059;size=2;	PD1-Avidin37_A
Seq20926;ee=0.0062;size=2;	Unsorted_N60
Seq20937;ee=0.0066;size=2;	Unsorted_N14
Seq20958;ee=0.016;size=2;	Unsorted_B17
Seq20989;ee=0.0062;size=2;	VEGF28_N
Seq21064;ee=0.016;size=2;	Unsorted_B33
Seq21070;ee=0.017;size=2;	Unsorted_F24
Seq21220;ee=0.011;size=2;	Unsorted_H27
Seq21271;ee=0.015;size=2;	Unsorted_Q40
Seq21275;ee=0.018;size=2;	Unsorted_F26
Seq21281;ee=0.0092;size=2;	Unsorted_M1
Seq21464;ee=0.014;size=2;	Unsorted_D36
Seq21496;ee=0.013;size=2;	Native_P1
Seq21525;ee=0.014;size=2;	Unsorted_E57
Seq21530;ee=0.0062;size=2;	Luciferase19_N
Seq21809;ee=0.018;size=2;	Unsorted_F51
Seq21846;ee=0.02;size=2;	Unsorted_G29
Seq21885;ee=0.015;size=2;	PD1-Avidin11_E
Seq22043;ee=0.012;size=2;	Unsorted_P44
Seq22184;ee=0.022;size=2;	Unsorted_C24
Seq22197;ee=0.017;size=2;	Unsorted_O68
Seq22326;ee=0.014;size=2;	Unsorted_D43
Seq22394;ee=0.0062;size=2;	Unsorted_N12
Seq22438;ee=0.049;size=2;	Unsorted_C68
Seq22470;ee=0.014;size=2;	Unsorted_D24
Seq22553;ee=0.0059;size=2;	Unsorted_A30
Seq22585;ee=0.0062;size=2;	Luciferase16_N
Seq22716;ee=0.011;size=2;	Unsorted_H19
Seq22735;ee=0.014;size=2;	Unsorted_D50
Seq22759;ee=0.017;size=2;	PD1-Avidin47_J
Seq22813;ee=0.014;size=2;	Unsorted_Q17
Seq22860;ee=0.014;size=2;	Unsorted_E66
Seq23290;ee=0.014;size=2;	Unsorted_O4
Seq23474;ee=0.015;size=2;	Unsorted_E69
Seq23525;ee=0.018;size=2;	Unsorted_I48
Seq23712;ee=0.017;size=2;	Unsorted_I58
Seq23768;ee=0.0062;size=2;	PE41_N
Seq23816;ee=0.015;size=2;	Unsorted_E40
Seq23894;ee=0.017;size=2;	Unsorted_I18
Seq23912;ee=0.088;size=2;	Unsorted_J70
Seq24208;ee=0.041;size=2;	Unsorted_B39
Seq24420;ee=0.017;size=2;	Unsorted_B49
Seq24500;ee=0.019;size=2;	Unsorted_J66
Seq24626;ee=0.016;size=2;	Unsorted_B18
Seq24954;ee=0.0062;size=2;	VEGF20_N
Seq25022;ee=0.017;size=2;	Unsorted_F16
Seq25217;ee=0.014;size=2;	Unsorted_O38
Seq25236;ee=0.015;size=2;	PD1-Avidin16_E
Seq25373;ee=0.014;size=2;	Unsorted_O58
Seq25715;ee=0.015;size=2;	Unsorted_O29
Seq25771;ee=0.017;size=2;	Unsorted_I23
Seq25994;ee=0.02;size=2;	Unsorted_G47
Seq26069;ee=0.023;size=2;	Unsorted_F25
Seq26109;ee=0.014;size=2;	Unsorted_D58
Seq26468;ee=0.0062;size=2;	Luciferase34_N
Seq26754;ee=0.0062;size=2;	Luciferase40_N
Seq26777;ee=0.012;size=2;	Unsorted_P64
Seq26805;ee=0.017;size=2;	Unsorted_F3
Seq26854;ee=0.042;size=2;	Unsorted_I10
Seq26886;ee=0.012;size=2;	Unsorted_H23
Seq26957;ee=0.0059;size=2;	Unsorted_A17
Seq27008;ee=0.05;size=2;	Unsorted_I29
Seq27143;ee=0.016;size=1;	Unsorted_B19
Seq27310;ee=0.014;size=1;	Unsorted_D20
Seq27668;ee=0.015;size=1;	Unsorted_E9
Seq27917;ee=0.016;size=1;	Unsorted_B72
Seq27965;ee=0.017;size=1;	Unsorted_F56
Seq28768;ee=0.0062;size=1;	VEGF7_N
Seq28894;ee=0.11;size=1;	Unsorted_N75
Seq29939;ee=0.015;size=1;	CTLA-Avidin40_E
Seq29968;ee=0.0062;size=1;	VEGF50_N
Seq31576;ee=0.012;size=1;	Unsorted_A33
Seq32141;ee=0.011;size=1;	Unsorted_H30
Seq32622;ee=0.0062;size=1;	VEGF22_N
Seq32630;ee=0.0062;size=1;	Luciferase28_N
Seq32888;ee=0.017;size=1;	Unsorted_I34
Seq33399;ee=0.0062;size=1;	Unsorted_N44
Seq33868;ee=0.014;size=1;	Unsorted_D65
Seq34012;ee=0.011;size=1;	CTLA-Avidin30_H
Seq34471;ee=0.018;size=1;	Unsorted_F14
Seq34863;ee=0.015;size=1;	Unsorted_E19
Seq37159;ee=0.014;size=1;	Unsorted_L40
Seq37771;ee=0.02;size=1;	Unsorted_G18
Seq38458;ee=0.018;size=1;	Unsorted_I36
Seq38608;ee=0.016;size=1;	Unsorted_B26
Seq39537;ee=0.0059;size=1;	Unsorted_A24
Seq40538;ee=0.48;size=1;	PE10_A
Seq41377;ee=0.0059;size=1;	GFP38_A
Seq41853;ee=0.0062;size=1;	Luciferase37_N
Seq43172;ee=0.015;size=1;	CTLA-Avidin27_E
Seq43258;ee=0.0062;size=1;	CTLA-Avidin21_N
Seq44442;ee=0.017;size=1;	Unsorted_J53
Seq44911;ee=0.016;size=1;	Unsorted_B6
Seq45106;ee=0.0062;size=1;	Unsorted_N69
Seq45223;ee=0.0062;size=1;	Luciferase36_N
Seq45289;ee=0.017;size=1;	Unsorted_I60
Seq45545;ee=0.0062;size=1;	Luciferase15_N
Seq45963;ee=0.012;size=1;	Unsorted_P67
Seq46144;ee=0.12;size=1;	Luciferase14_E
Seq46484;ee=0.0062;size=1;	CTLA-Avidin20_N
Seq46678;ee=0.014;size=1;	Unsorted_D46
Seq47070;ee=0.0062;size=1;	VEGF45_N
Seq47355;ee=0.015;size=1;	Unsorted_E43
Seq47828;ee=0.01;size=1;	PE49_A
Seq48441;ee=0.0062;size=1;	VEGF2_N
Seq49054;ee=0.018;size=1;	Unsorted_I57
Seq49227;ee=0.015;size=1;	Unsorted_Q53
Seq50113;ee=0.016;size=1;	Unsorted_E4
Seq50629;ee=0.026;size=1;	Unsorted_C18
Seq51414;ee=0.0088;size=1;	Unsorted_M51
Seq51745;ee=0.017;size=1;	Unsorted_F53
Seq52519;ee=0.017;size=1;	Unsorted_F30
Seq53301;ee=0.019;size=1;	Unsorted_B9
Seq53326;ee=0.011;size=1;	Unsorted_H20
Seq53604;ee=0.53;size=1;	Unsorted_I47
Seq53680;ee=0.0059;size=1;	CTLA-Avidin6_A
Seq54098;ee=0.017;size=1;	Unsorted_I6
Seq54603;ee=0.0059;size=1;	Unsorted_A56
Seq54659;ee=0.02;size=1;	Unsorted_G61
Seq54962;ee=0.017;size=1;	Unsorted_F75
Seq56113;ee=0.017;size=1;	Unsorted_E39
Seq58357;ee=0.017;size=1;	Unsorted_B37
Seq58559;ee=0.016;size=1;	Unsorted_B58
Seq58771;ee=0.0062;size=1;	Luciferase32_N
Seq60203;ee=0.1;size=1;	Unsorted_F1
Seq61354;ee=0.014;size=1;	Unsorted_D37
Seq63605;ee=0.02;size=1;	Unsorted_I17
Seq64059;ee=0.023;size=1;	Unsorted_C51
Seq64517;ee=0.011;size=1;	Unsorted_H3
Seq64873;ee=0.014;size=1;	PE2_O
Seq65697;ee=0.023;size=1;	Unsorted_C44
Seq66073;ee=0.0059;size=1;	Luciferase24_A
Seq66407;ee=0.019;size=1;	Unsorted_D32
Seq66432;ee=0.014;size=1;	Unsorted_D27
Seq67030;ee=0.024;size=1;	Unsorted_C54
Seq67060;ee=0.0062;size=1;	Unsorted_N64
Seq68834;ee=0.017;size=1;	Unsorted_I67
Seq69927;ee=0.014;size=1;	Unsorted_O53
Seq70049;ee=0.021;size=1;	Unsorted_G50
Seq71556;ee=0.015;size=1;	Unsorted_E41
Seq71779;ee=0.025;size=1;	Unsorted_C65
Seq71855;ee=0.017;size=1;	Unsorted_F19
Seq71924;ee=0.021;size=1;	Unsorted_D66
