Seq2;ee=0.0059;size=154920;	Unsorted_A75
Seq654;ee=0.014;size=257;	Unsorted_O66
Seq656;ee=0.017;size=257;	Unsorted_Q55
Seq658;ee=0.018;size=256;	Unsorted_J22
Seq653;ee=0.022;size=258;	Unsorted_C9
Seq662;ee=0.013;size=255;	Unsorted_L40
Seq659;ee=0.04;size=256;	Unsorted_H7
Seq665;ee=0.0059;size=255;	GFP31_A
Seq667;ee=0.067;size=253;	Unsorted_E17
Seq675;ee=0.017;size=248;	Unsorted_F50
Seq669;ee=0.017;size=252;	Unsorted_F15
Seq680;ee=0.015;size=247;	Unsorted_Q61
Seq685;ee=0.023;size=244;	Unsorted_C24
Seq691;ee=0.021;size=242;	Unsorted_G69
Seq697;ee=0.014;size=240;	Unsorted_O64
Seq706;ee=0.017;size=238;	Unsorted_F74
Seq710;ee=0.023;size=237;	Unsorted_C62
Seq709;ee=0.015;size=237;	Unsorted_E58
Seq714;ee=0.017;size=235;	Unsorted_I63
Seq712;ee=0.017;size=237;	Unsorted_J55
Seq720;ee=0.097;size=233;	Unsorted_B11
Seq721;ee=0.015;size=232;	Unsorted_E19
Seq723;ee=0.016;size=231;	Unsorted_B71
Seq726;ee=0.015;size=230;	Unsorted_E38
Seq727;ee=0.018;size=230;	Unsorted_I46
Seq729;ee=0.017;size=229;	Unsorted_I47
Seq735;ee=0.017;size=228;	Unsorted_F45
Seq736;ee=0.015;size=228;	Unsorted_E69
Seq739;ee=0.017;size=228;	Unsorted_J51
Seq741;ee=0.015;size=227;	Unsorted_Q49
Seq745;ee=0.018;size=226;	Unsorted_F58
Seq742;ee=0.0059;size=227;	GFP22_A
Seq749;ee=0.098;size=224;	Unsorted_G5
Seq752;ee=0.015;size=223;	Unsorted_Q4
Seq756;ee=0.017;size=222;	Unsorted_E61
Seq753;ee=0.017;size=223;	Unsorted_I64
Seq755;ee=0.015;size=222;	Unsorted_Q48
Seq758;ee=0.0059;size=221;	Unsorted_A55
Seq759;ee=0.018;size=221;	Unsorted_I17
Seq761;ee=0.02;size=220;	Unsorted_G47
Seq763;ee=0.016;size=220;	Unsorted_B9
Seq768;ee=0.019;size=218;	Unsorted_F10
Seq775;ee=0.31;size=216;	Unsorted_F65
Seq772;ee=0.0083;size=217;	Unsorted_M36
Seq776;ee=0.017;size=216;	Unsorted_I69
Seq783;ee=0.0062;size=214;	Unsorted_N44
Seq786;ee=0.018;size=213;	Unsorted_F61
Seq792;ee=0.016;size=211;	Unsorted_B5
Seq799;ee=0.043;size=209;	Unsorted_B25
Seq804;ee=0.017;size=207;	Unsorted_B69
Seq810;ee=0.015;size=205;	Unsorted_D46
Seq806;ee=0.025;size=207;	Unsorted_C5
Seq815;ee=0.014;size=204;	Unsorted_O63
Seq805;ee=0.015;size=207;	Unsorted_P22
Seq821;ee=0.024;size=203;	Unsorted_C3
Seq822;ee=0.011;size=203;	Unsorted_H52
Seq819;ee=0.017;size=203;	Unsorted_J39
Seq823;ee=0.022;size=202;	Unsorted_C31
Seq827;ee=0.023;size=200;	Unsorted_C27
Seq839;ee=0.018;size=198;	Unsorted_I62
Seq836;ee=0.015;size=198;	Unsorted_Q11
Seq845;ee=0.027;size=197;	Unsorted_J59
Seq851;ee=0.11;size=194;	Unsorted_F48
Seq852;ee=0.011;size=193;	Unsorted_P33
Seq857;ee=0.015;size=191;	Unsorted_Q2
Seq860;ee=0.0062;size=190;	Unsorted_N51
Seq868;ee=0.014;size=186;	Unsorted_D31
Seq872;ee=0.018;size=185;	Unsorted_F23
Seq879;ee=0.091;size=184;	Unsorted_C54
Seq885;ee=0.044;size=182;	Unsorted_J54
Seq886;ee=0.011;size=182;	Unsorted_H25
Seq889;ee=0.042;size=182;	Unsorted_F44
Seq899;ee=0.017;size=180;	Unsorted_F13
Seq895;ee=0.012;size=181;	Unsorted_H47
Seq902;ee=0.014;size=179;	Unsorted_O68
Seq908;ee=0.14;size=178;	Unsorted_B18
Seq910;ee=0.014;size=178;	Unsorted_O10
Seq905;ee=0.016;size=179;	Unsorted_B20
Seq936;ee=0.0059;size=173;	Unsorted_A49
Seq947;ee=0.011;size=171;	Unsorted_H50
Seq945;ee=0.012;size=171;	Unsorted_P50
Seq946;ee=0.0062;size=171;	Unsorted_N65
Seq943;ee=0.0086;size=172;	Unsorted_M26
Seq955;ee=0.017;size=168;	Unsorted_J16
Seq957;ee=0.018;size=168;	Unsorted_K5
Seq969;ee=0.016;size=167;	Unsorted_D39
Seq964;ee=0.017;size=167;	Unsorted_I51
Seq967;ee=0.017;size=167;	Unsorted_J20
Seq994;ee=0.014;size=162;	Unsorted_O75
Seq997;ee=0.013;size=161;	Unsorted_L31
Seq988;ee=0.023;size=164;	Unsorted_C42
Seq1009;ee=0.0059;size=158;	GFP25_A
Seq1012;ee=0.011;size=158;	Unsorted_H5
Seq1017;ee=0.02;size=158;	Unsorted_G19
Seq1020;ee=0.0062;size=157;	Unsorted_N13
Seq1021;ee=0.0084;size=157;	Unsorted_M47
Seq1029;ee=0.023;size=156;	Unsorted_C15
Seq1033;ee=0.017;size=155;	Unsorted_I58
Seq1046;ee=0.017;size=153;	Unsorted_F12
Seq1044;ee=0.054;size=154;	Unsorted_C33
Seq1040;ee=0.0062;size=154;	Unsorted_N47
Seq1043;ee=0.015;size=154;	Unsorted_Q72
Seq1068;ee=0.014;size=151;	Unsorted_D75
Seq1076;ee=0.017;size=149;	Unsorted_I24
Seq1077;ee=0.014;size=149;	Unsorted_O29
Seq1071;ee=0.015;size=150;	Unsorted_Q70
Seq1093;ee=0.015;size=147;	Unsorted_E9
Seq1092;ee=0.017;size=147;	Unsorted_E46
Seq1094;ee=0.014;size=147;	Unsorted_Q57
Seq1097;ee=0.012;size=147;	Unsorted_P37
Seq1108;ee=0.0059;size=145;	GFP14_A
Seq1111;ee=0.018;size=145;	Unsorted_K17
Seq1114;ee=0.013;size=145;	Unsorted_H53
Seq1113;ee=0.014;size=145;	Unsorted_O16
Seq1119;ee=0.012;size=144;	Unsorted_P15
Seq1116;ee=0.015;size=144;	Unsorted_Q8
Seq1126;ee=0.2;size=143;	Unsorted_C70
Seq1137;ee=0.017;size=142;	Unsorted_J52
Seq1183;ee=0.014;size=136;	Unsorted_D38
Seq1186;ee=0.059;size=136;	Unsorted_C60
Seq1200;ee=0.023;size=134;	Unsorted_C52
Seq1208;ee=0.017;size=134;	Unsorted_I27
Seq1209;ee=0.017;size=134;	Unsorted_F22
Seq1210;ee=0.015;size=134;	Unsorted_Q44
Seq1212;ee=0.011;size=134;	Unsorted_H44
Seq1206;ee=0.014;size=134;	Unsorted_L69
Seq1214;ee=0.017;size=133;	Unsorted_F9
Seq1231;ee=0.0085;size=132;	Unsorted_M15
Seq1247;ee=0.023;size=131;	Unsorted_C35
Seq1263;ee=0.022;size=130;	Unsorted_C66
Seq1270;ee=0.0089;size=129;	Unsorted_M43
Seq1280;ee=0.14;size=128;	Unsorted_F38
Seq1292;ee=0.0086;size=127;	Unsorted_M69
Seq1305;ee=0.017;size=126;	Unsorted_I72
Seq1316;ee=0.0059;size=125;	Unsorted_A3
Seq1321;ee=0.023;size=124;	Unsorted_C8
Seq1340;ee=0.015;size=123;	Unsorted_Q1
Seq1341;ee=0.017;size=123;	Unsorted_I32
Seq1350;ee=0.015;size=123;	Unsorted_E23
Seq1365;ee=0.017;size=122;	Unsorted_F75
Seq1368;ee=0.0062;size=122;	Unsorted_N67
Seq1373;ee=0.018;size=122;	Unsorted_I59
Seq1386;ee=0.012;size=121;	Unsorted_P21
Seq1381;ee=0.017;size=121;	Unsorted_I15
Seq1389;ee=0.018;size=121;	Unsorted_K64
Seq1400;ee=0.015;size=120;	Unsorted_Q20
Seq1407;ee=0.014;size=120;	Unsorted_Q31
Seq1416;ee=0.021;size=119;	Unsorted_D37
Seq1431;ee=0.046;size=118;	Unsorted_D30
Seq1447;ee=0.014;size=116;	Unsorted_D45
Seq1473;ee=0.015;size=115;	Unsorted_Q21
Seq1480;ee=0.014;size=114;	Unsorted_O60
Seq1476;ee=0.016;size=115;	Unsorted_B43
Seq1502;ee=0.022;size=113;	Unsorted_C67
Seq1546;ee=0.011;size=110;	Unsorted_H28
Seq1563;ee=0.023;size=109;	Unsorted_C30
Seq1580;ee=0.043;size=108;	Unsorted_F24
Seq1614;ee=0.016;size=106;	Unsorted_E14
Seq1643;ee=0.017;size=105;	Unsorted_F3
Seq1648;ee=0.012;size=105;	Unsorted_P73
Seq1664;ee=0.015;size=104;	Unsorted_D44
Seq1672;ee=0.014;size=104;	Unsorted_E10
Seq1674;ee=0.017;size=104;	Unsorted_F51
Seq1679;ee=0.012;size=104;	Unsorted_P38
Seq1688;ee=0.015;size=104;	Unsorted_Q26
Seq1722;ee=0.012;size=102;	Unsorted_P42
Seq1718;ee=0.012;size=102;	Unsorted_P18
Seq1713;ee=0.015;size=102;	Unsorted_E68
Seq1734;ee=0.0059;size=101;	GFP34_A
Seq1736;ee=0.017;size=101;	Unsorted_H71
Seq1737;ee=0.017;size=101;	Unsorted_I19
Seq1758;ee=0.018;size=100;	Unsorted_I67
Seq1753;ee=0.014;size=100;	Unsorted_O46
Seq1767;ee=0.0059;size=99;	Unsorted_A18
Seq1785;ee=0.016;size=98;	Unsorted_B34
Seq1789;ee=0.89;size=98;	Unsorted_C20
Seq1800;ee=0.0059;size=97;	GFP8_A
Seq1833;ee=0.0059;size=96;	GFP6_A
Seq1829;ee=0.016;size=96;	Unsorted_B63
Seq1841;ee=0.013;size=96;	Unsorted_P7
Seq1849;ee=0.012;size=96;	Unsorted_P75
Seq1852;ee=0.0062;size=96;	Unsorted_N55
Seq1855;ee=0.017;size=96;	Unsorted_P49
Seq1880;ee=0.018;size=95;	Unsorted_I18
Seq1911;ee=0.017;size=94;	Unsorted_I3
Seq1908;ee=0.014;size=94;	Unsorted_D6
Seq1915;ee=0.015;size=94;	Unsorted_E45
Seq1928;ee=0.012;size=93;	Unsorted_P66
Seq1963;ee=0.0059;size=92;	GFP39_A
Seq1967;ee=0.013;size=92;	Unsorted_L73
Seq2035;ee=0.0086;size=90;	Unsorted_M53
Seq2105;ee=0.017;size=87;	Unsorted_B40
Seq2159;ee=0.016;size=85;	Unsorted_B27
Seq2163;ee=0.0059;size=85;	GFP17_A
Seq2186;ee=0.23;size=84;	Unsorted_I35
Seq2198;ee=0.027;size=84;	Unsorted_C43
Seq2214;ee=0.015;size=84;	Unsorted_Q35
Seq2250;ee=0.014;size=82;	Unsorted_D52
Seq2256;ee=0.0062;size=82;	Unsorted_N26
Seq2260;ee=0.022;size=82;	Unsorted_C4
Seq2273;ee=0.084;size=82;	Unsorted_O26
Seq2291;ee=0.0062;size=82;	Unsorted_N32
Seq2329;ee=0.022;size=80;	Unsorted_C38
Seq2351;ee=0.017;size=80;	Unsorted_I29
Seq2355;ee=0.017;size=80;	Unsorted_I39
Seq2353;ee=0.0083;size=80;	Unsorted_M7
Seq2367;ee=0.0059;size=79;	GFP48_A
Seq2368;ee=0.013;size=79;	Unsorted_P23
Seq2381;ee=0.0059;size=79;	PD1-Avidin21_A
Seq2392;ee=0.017;size=79;	Unsorted_B75
Seq2399;ee=0.011;size=79;	Unsorted_P8
Seq2432;ee=0.012;size=78;	Unsorted_H16
Seq2433;ee=0.017;size=78;	Unsorted_J24
Seq2453;ee=0.014;size=77;	Unsorted_O12
Seq2487;ee=0.011;size=77;	Unsorted_H70
Seq2500;ee=0.0062;size=76;	Unsorted_N35
Seq2515;ee=0.02;size=76;	Unsorted_G36
Seq2520;ee=0.014;size=76;	Unsorted_O34
Seq2522;ee=0.018;size=76;	Unsorted_I68
Seq2531;ee=0.011;size=75;	Unsorted_H40
Seq2535;ee=0.017;size=75;	Unsorted_I48
Seq2545;ee=0.0062;size=75;	Unsorted_N20
Seq2568;ee=0.015;size=75;	Unsorted_Q75
Seq2581;ee=0.017;size=74;	Unsorted_J73
Seq2621;ee=0.011;size=73;	Unsorted_H33
Seq2635;ee=0.02;size=73;	Unsorted_G52
Seq2644;ee=0.015;size=73;	Unsorted_Q56
Seq2700;ee=0.011;size=71;	Unsorted_H37
Seq2708;ee=0.017;size=71;	Unsorted_J25
Seq2738;ee=0.013;size=70;	Unsorted_H17
Seq2759;ee=0.015;size=70;	Unsorted_E2
Seq2765;ee=0.015;size=70;	Unsorted_Q46
Seq2772;ee=0.017;size=70;	Unsorted_I25
Seq2810;ee=0.018;size=69;	Unsorted_I75
Seq2834;ee=0.021;size=68;	Unsorted_G66
Seq2837;ee=0.0083;size=68;	Unsorted_M73
Seq2853;ee=0.0087;size=68;	Unsorted_M5
Seq2849;ee=0.042;size=68;	Unsorted_F63
Seq2870;ee=0.015;size=68;	Unsorted_Q7
Seq2873;ee=0.011;size=68;	Unsorted_H73
Seq2884;ee=0.26;size=68;	Unsorted_F29
Seq2891;ee=0.012;size=67;	Unsorted_P27
Seq2895;ee=0.0062;size=67;	Unsorted_N25
Seq2932;ee=0.014;size=67;	Unsorted_Q10
Seq2933;ee=0.014;size=67;	Unsorted_D15
Seq2940;ee=0.012;size=66;	Unsorted_P25
Seq2983;ee=0.012;size=66;	Unsorted_P57
Seq3003;ee=0.0059;size=65;	GFP5_A
Seq3007;ee=0.0062;size=65;	Unsorted_N69
Seq3021;ee=0.0062;size=65;	Unsorted_N50
Seq3039;ee=0.014;size=65;	Unsorted_D55
Seq3057;ee=0.017;size=65;	Unsorted_F68
Seq3072;ee=0.016;size=64;	Unsorted_Q67
Seq3099;ee=0.023;size=64;	Unsorted_C22
Seq3094;ee=0.0084;size=64;	Unsorted_M14
Seq3131;ee=0.024;size=63;	Unsorted_C29
Seq3136;ee=0.017;size=63;	Unsorted_I42
Seq3171;ee=0.0062;size=63;	Unsorted_N70
Seq3186;ee=0.017;size=63;	Unsorted_B15
Seq3199;ee=0.0059;size=62;	CTLA-Avidin35_A
Seq3222;ee=0.034;size=62;	Unsorted_M70
Seq3257;ee=0.02;size=62;	Unsorted_B21
Seq3253;ee=0.017;size=62;	Unsorted_I33
Seq3276;ee=0.017;size=61;	Unsorted_F43
Seq3305;ee=0.018;size=61;	Unsorted_K65
Seq3357;ee=0.012;size=60;	Unsorted_P3
Seq3377;ee=0.017;size=60;	Unsorted_E63
Seq3393;ee=0.016;size=60;	Unsorted_B59
Seq3425;ee=0.0083;size=59;	Unsorted_M58
Seq3468;ee=0.025;size=59;	Unsorted_C63
Seq3485;ee=0.017;size=58;	Unsorted_I20
Seq3489;ee=0.0062;size=58;	Unsorted_N75
Seq3501;ee=0.017;size=58;	Unsorted_J37
Seq3497;ee=0.014;size=58;	Unsorted_D3
Seq3528;ee=0.0062;size=58;	Unsorted_N7
Seq3601;ee=0.011;size=57;	Unsorted_H21
Seq3600;ee=0.012;size=57;	Unsorted_P13
Seq3661;ee=0.059;size=56;	Unsorted_Q47
Seq3657;ee=0.0059;size=56;	CTLA-Avidin19_A
Seq3667;ee=0.13;size=56;	Unsorted_C18
Seq3692;ee=0.0062;size=56;	Unsorted_N52
Seq3710;ee=0.011;size=55;	Unsorted_M41
Seq3709;ee=0.017;size=55;	Unsorted_B46
Seq3714;ee=0.02;size=55;	Unsorted_G40
Seq3720;ee=0.012;size=55;	Unsorted_P47
Seq3742;ee=0.014;size=55;	Unsorted_O4
Seq3757;ee=0.0082;size=55;	Unsorted_M25
Seq3759;ee=0.023;size=55;	Unsorted_C47
Seq3762;ee=0.0059;size=55;	GFP2_A
Seq3779;ee=0.014;size=54;	Unsorted_D34
Seq3825;ee=0.0088;size=54;	Unsorted_M66
Seq3889;ee=0.042;size=53;	Unsorted_I14
Seq3902;ee=0.025;size=53;	Unsorted_C74
Seq3920;ee=0.0091;size=53;	Unsorted_M50
Seq3927;ee=0.012;size=53;	Unsorted_P41
Seq3941;ee=0.017;size=52;	Unsorted_I21
Seq4011;ee=0.016;size=52;	Unsorted_B19
Seq4030;ee=0.016;size=51;	Unsorted_B73
Seq4034;ee=0.017;size=51;	Unsorted_I9
Seq4082;ee=0.017;size=51;	Unsorted_I73
Seq4090;ee=0.017;size=51;	Unsorted_K19
Seq4092;ee=0.019;size=51;	Unsorted_F46
Seq4158;ee=0.011;size=50;	Unsorted_H26
Seq4253;ee=0.0059;size=49;	GFP32_A
Seq4307;ee=0.015;size=49;	Unsorted_O19
Seq4329;ee=0.011;size=48;	Unsorted_H55
Seq4371;ee=0.0062;size=48;	Unsorted_N2
Seq4391;ee=0.0085;size=48;	Unsorted_M6
Seq4394;ee=0.034;size=48;	Unsorted_F64
Seq4490;ee=0.015;size=47;	Unsorted_Q71
Seq4510;ee=0.012;size=47;	Unsorted_P63
Seq4506;ee=0.0062;size=47;	Unsorted_N72
Seq4575;ee=0.013;size=46;	Unsorted_L54
Seq4580;ee=0.057;size=46;	Unsorted_I16
Seq4593;ee=0.014;size=46;	Unsorted_O18
Seq4612;ee=0.0062;size=46;	Unsorted_N30
Seq4660;ee=0.025;size=45;	Unsorted_C55
Seq4669;ee=0.017;size=45;	Unsorted_F59
Seq4702;ee=0.012;size=45;	Unsorted_P29
Seq4783;ee=0.0059;size=44;	Luciferase9_A
Seq4809;ee=0.015;size=44;	Unsorted_E75
Seq4816;ee=0.011;size=44;	Unsorted_H67
Seq4831;ee=0.017;size=44;	Unsorted_I55
Seq4843;ee=0.015;size=44;	Unsorted_Q19
Seq4866;ee=0.011;size=44;	Unsorted_H13
Seq4878;ee=0.063;size=44;	Unsorted_F73
Seq4972;ee=0.014;size=43;	Unsorted_D43
Seq4968;ee=0.017;size=43;	Unsorted_F34
Seq4999;ee=0.017;size=43;	Unsorted_J3
Seq5002;ee=0.042;size=43;	Unsorted_I13
Seq5013;ee=0.029;size=42;	Unsorted_C10
Seq5058;ee=0.41;size=42;	Unsorted_O3
Seq5070;ee=0.011;size=42;	Unsorted_H15
Seq5085;ee=0.013;size=42;	Unsorted_L44
Seq5080;ee=0.0062;size=42;	Unsorted_N22
Seq5115;ee=0.0059;size=42;	Luciferase17_A
Seq5128;ee=0.018;size=42;	Unsorted_K70
Seq5171;ee=0.0062;size=41;	Unsorted_N9
Seq5210;ee=0.011;size=41;	Unsorted_H38
Seq5215;ee=0.018;size=41;	Unsorted_D26
Seq5218;ee=0.099;size=41;	Unsorted_C59
Seq5217;ee=0.011;size=41;	Unsorted_H31
Seq5228;ee=0.011;size=41;	Unsorted_H46
Seq5242;ee=0.012;size=41;	Unsorted_P55
Seq5274;ee=0.019;size=41;	Unsorted_K47
Seq5299;ee=0.014;size=40;	Unsorted_D50
Seq5326;ee=0.016;size=40;	Unsorted_B53
Seq5415;ee=0.014;size=40;	Unsorted_D11
Seq5419;ee=0.017;size=40;	Unsorted_B28
Seq5423;ee=0.099;size=40;	Unsorted_Q13
Seq5439;ee=0.018;size=39;	Unsorted_B6
Seq5438;ee=0.018;size=39;	Unsorted_F32
Seq5440;ee=0.011;size=39;	Unsorted_H12
Seq5504;ee=0.017;size=39;	Unsorted_I4
Seq5540;ee=0.0088;size=39;	Unsorted_M67
Seq5645;ee=0.014;size=38;	Unsorted_L72
Seq5658;ee=0.018;size=38;	Unsorted_B3
Seq5703;ee=0.015;size=38;	Unsorted_Q14
Seq5737;ee=0.0087;size=38;	Unsorted_M46
Seq5748;ee=0.018;size=38;	Unsorted_K14
Seq5812;ee=0.011;size=37;	Unsorted_H66
Seq5837;ee=0.065;size=37;	Unsorted_C36
Seq5857;ee=0.057;size=37;	Unsorted_I44
Seq5874;ee=0.017;size=37;	Unsorted_F37
Seq5903;ee=0.011;size=37;	Unsorted_H57
Seq5956;ee=0.0082;size=36;	Unsorted_M21
Seq5975;ee=0.014;size=36;	Unsorted_D4
Seq5985;ee=0.017;size=36;	Unsorted_B74
Seq6018;ee=0.042;size=36;	Unsorted_I36
Seq6058;ee=0.012;size=36;	Unsorted_P61
Seq6087;ee=0.023;size=36;	Unsorted_C46
Seq6139;ee=0.016;size=35;	Unsorted_B37
Seq6176;ee=0.017;size=35;	Unsorted_I71
Seq6184;ee=0.0089;size=35;	Unsorted_M20
Seq6199;ee=0.014;size=35;	Unsorted_D67
Seq6195;ee=0.016;size=35;	Unsorted_B50
Seq6395;ee=0.017;size=34;	Unsorted_B14
Seq6468;ee=0.017;size=34;	Unsorted_F72
Seq6502;ee=0.0098;size=33;	Unsorted_M34
Seq6545;ee=0.0062;size=33;	VEGF15_N
Seq6626;ee=0.015;size=33;	Unsorted_Q50
Seq6631;ee=0.12;size=33;	Unsorted_I1
Seq6693;ee=0.014;size=32;	Unsorted_L47
Seq6694;ee=0.014;size=32;	Unsorted_D54
Seq6731;ee=0.021;size=32;	Unsorted_I43
Seq6786;ee=0.015;size=32;	Unsorted_E70
Seq6919;ee=0.018;size=31;	Unsorted_K49
Seq7041;ee=0.014;size=31;	Unsorted_D36
Seq7048;ee=0.015;size=31;	Unsorted_Q16
Seq7101;ee=0.012;size=31;	Unsorted_P64
Seq7129;ee=0.023;size=31;	Unsorted_C7
Seq7183;ee=0.0059;size=30;	PE30_A
Seq7203;ee=0.014;size=30;	Unsorted_D72
Seq7199;ee=0.0062;size=30;	Unsorted_N11
Seq7328;ee=0.0059;size=30;	GFP9_A
Seq7387;ee=0.011;size=29;	Unsorted_H41
Seq7388;ee=0.014;size=29;	Unsorted_O30
Seq7378;ee=0.022;size=29;	Unsorted_C57
Seq7419;ee=0.0062;size=29;	Unsorted_N57
Seq7427;ee=0.016;size=29;	Unsorted_O58
Seq7439;ee=0.017;size=29;	Unsorted_J66
Seq7547;ee=0.011;size=29;	Unsorted_H35
Seq7576;ee=0.014;size=29;	Unsorted_O38
Seq7676;ee=0.015;size=28;	Unsorted_E74
Seq7691;ee=0.082;size=28;	Unsorted_B52
Seq7745;ee=0.014;size=28;	Unsorted_D8
Seq7780;ee=0.011;size=28;	Unsorted_P19
Seq7794;ee=0.0086;size=28;	Unsorted_M9
Seq7893;ee=0.017;size=28;	Unsorted_I66
Seq8013;ee=0.0062;size=27;	Unsorted_N12
Seq8009;ee=0.014;size=27;	Unsorted_O42
Seq8060;ee=0.0062;size=27;	Unsorted_N49
Seq8088;ee=0.0062;size=27;	Unsorted_N71
Seq8104;ee=0.017;size=27;	Unsorted_I53
Seq8172;ee=0.011;size=27;	Unsorted_H34
Seq8175;ee=0.017;size=27;	Unsorted_I38
Seq8195;ee=0.018;size=26;	Unsorted_K25
Seq8278;ee=0.052;size=26;	Unsorted_G6
Seq8325;ee=0.011;size=26;	Unsorted_H32
Seq8365;ee=0.012;size=26;	Unsorted_H63
Seq8367;ee=0.012;size=26;	Unsorted_P32
Seq8446;ee=0.014;size=26;	Unsorted_D18
Seq8464;ee=0.017;size=26;	Unsorted_B38
Seq8551;ee=0.014;size=25;	Unsorted_D47
Seq8554;ee=0.0062;size=25;	VEGF39_N
Seq8579;ee=0.0087;size=25;	Unsorted_M54
Seq8573;ee=0.015;size=25;	Unsorted_D24
Seq8703;ee=0.018;size=25;	Unsorted_K1
Seq8706;ee=0.0059;size=25;	GFP23_A
Seq8735;ee=0.022;size=25;	Unsorted_C72
Seq8836;ee=0.028;size=24;	Unsorted_C40
Seq8870;ee=0.015;size=24;	Unsorted_Q74
Seq8881;ee=0.0059;size=24;	PD1-Avidin43_A
Seq8901;ee=0.0085;size=24;	Unsorted_M10
Seq8932;ee=0.014;size=24;	Unsorted_O39
Seq8916;ee=0.015;size=24;	Unsorted_E8
Seq8960;ee=0.025;size=24;	Unsorted_C12
Seq9107;ee=0.12;size=24;	Unsorted_P17
Seq9108;ee=0.012;size=24;	Unsorted_P2
Seq9212;ee=0.082;size=23;	Unsorted_P1
Seq9205;ee=0.0062;size=23;	Unsorted_N10
Seq9220;ee=0.0059;size=23;	CTLA-Avidin1_A
Seq9237;ee=0.012;size=23;	Unsorted_P36
Seq9271;ee=0.014;size=23;	Unsorted_D41
Seq9560;ee=0.017;size=22;	Unsorted_F39
Seq9586;ee=0.0059;size=22;	PD1-Avidin40_A
Seq9632;ee=0.014;size=22;	Unsorted_O48
Seq9660;ee=0.017;size=22;	Unsorted_F6
Seq9670;ee=0.0062;size=22;	Unsorted_N24
Seq9770;ee=0.02;size=22;	Unsorted_I74
Seq9804;ee=0.0083;size=22;	Unsorted_M1
Seq9835;ee=0.14;size=22;	Unsorted_I65
Seq9839;ee=0.014;size=22;	Unsorted_D9
Seq9877;ee=0.014;size=21;	Unsorted_D20
Seq10044;ee=0.014;size=21;	Unsorted_D73
Seq10062;ee=0.016;size=21;	Unsorted_B41
Seq10079;ee=0.012;size=21;	Unsorted_P44
Seq10219;ee=0.014;size=21;	Unsorted_D71
Seq10223;ee=0.02;size=21;	Unsorted_G12
Seq10570;ee=0.018;size=20;	Unsorted_K15
Seq10610;ee=0.014;size=20;	Unsorted_O31
Seq10638;ee=0.014;size=20;	Unsorted_O37
Seq10637;ee=0.014;size=20;	Unsorted_D35
Seq10717;ee=0.0059;size=19;	GFP37_A
Seq10731;ee=0.0062;size=19;	PE9_N
Seq10728;ee=0.0059;size=19;	PE50_A
Seq10862;ee=0.018;size=19;	Unsorted_K20
Seq11067;ee=0.23;size=19;	Unsorted_G31
Seq11079;ee=0.0083;size=19;	Unsorted_M39
Seq11091;ee=0.019;size=19;	Unsorted_B8
Seq11105;ee=0.015;size=19;	Unsorted_Q9
Seq11343;ee=0.015;size=18;	Unsorted_E53
Seq11655;ee=0.016;size=18;	Unsorted_B36
Seq11812;ee=0.0059;size=17;	Unsorted_A74
Seq11846;ee=0.045;size=17;	Unsorted_B72
Seq12130;ee=0.018;size=17;	Unsorted_F52
Seq12190;ee=0.014;size=17;	Unsorted_D1
Seq12401;ee=0.015;size=16;	Unsorted_Q45
Seq12543;ee=0.011;size=16;	Unsorted_H11
Seq12650;ee=0.0059;size=16;	GFP28_A
Seq12724;ee=0.0088;size=16;	Unsorted_M49
Seq12731;ee=0.0086;size=16;	Unsorted_M4
Seq12930;ee=0.011;size=15;	Unsorted_H56
Seq13023;ee=0.0059;size=15;	PD1-Avidin29_A
Seq13058;ee=0.0083;size=15;	Unsorted_M57
Seq13105;ee=0.0059;size=15;	CTLA-Avidin50_A
Seq13181;ee=0.016;size=15;	Unsorted_B49
Seq13273;ee=0.023;size=15;	Unsorted_C49
Seq13454;ee=0.026;size=15;	Unsorted_C58
Seq13474;ee=0.0062;size=15;	Unsorted_N64
Seq13659;ee=0.011;size=14;	Unsorted_H19
Seq13805;ee=0.09;size=14;	Unsorted_B32
Seq14011;ee=0.014;size=14;	Unsorted_O7
Seq14142;ee=0.02;size=14;	Unsorted_G43
Seq14175;ee=0.016;size=14;	Unsorted_B54
Seq14271;ee=0.017;size=14;	Unsorted_B44
Seq14382;ee=0.014;size=13;	Unsorted_O53
Seq14411;ee=0.018;size=13;	Unsorted_E55
Seq14476;ee=0.018;size=13;	Unsorted_K13
Seq14498;ee=0.015;size=13;	Unsorted_D66
Seq14671;ee=0.012;size=13;	Unsorted_P12
Seq14789;ee=0.0062;size=13;	Luciferase5_N
Seq14847;ee=0.021;size=13;	Unsorted_F36
Seq15041;ee=0.14;size=13;	Unsorted_K71
Seq15190;ee=0.0062;size=12;	Unsorted_N56
Seq15191;ee=0.016;size=12;	Unsorted_B66
Seq15406;ee=0.01;size=12;	GFP3_A
Seq15413;ee=0.028;size=12;	Unsorted_C53
Seq15500;ee=0.0059;size=12;	GFP43_A
Seq15539;ee=0.0084;size=12;	Unsorted_M37
Seq15661;ee=0.094;size=12;	Unsorted_P16
Seq15799;ee=0.036;size=12;	Unsorted_H61
Seq15873;ee=0.015;size=12;	Unsorted_D62
Seq15884;ee=0.014;size=12;	Unsorted_D57
Seq15882;ee=0.044;size=12;	Unsorted_H6
Seq15904;ee=0.12;size=12;	Unsorted_B17
Seq15918;ee=0.016;size=12;	Unsorted_B70
