Seq2;ee=0.0059;size=137135;	Unsorted_A6
Seq1176;ee=0.017;size=120;	Unsorted_I35
Seq1181;ee=0.015;size=120;	Unsorted_O21
Seq1186;ee=0.017;size=120;	Unsorted_B20
Seq1187;ee=0.0083;size=120;	Unsorted_M53
Seq1189;ee=0.027;size=120;	Unsorted_C29
Seq1179;ee=0.023;size=120;	Unsorted_C35
Seq1194;ee=0.015;size=119;	Unsorted_E29
Seq1202;ee=0.023;size=119;	Unsorted_C54
Seq1208;ee=0.016;size=118;	Unsorted_B63
Seq1220;ee=0.072;size=117;	Unsorted_C65
Seq1265;ee=0.017;size=113;	Unsorted_K17
Seq1289;ee=0.017;size=112;	Unsorted_F26
Seq1291;ee=0.017;size=112;	Unsorted_B18
Seq1309;ee=0.015;size=111;	Unsorted_O45
Seq1319;ee=0.015;size=110;	Unsorted_E9
Seq1341;ee=0.016;size=109;	Unsorted_Q68
Seq1340;ee=0.021;size=109;	Unsorted_G5
Seq1337;ee=0.079;size=109;	Unsorted_F35
Seq1338;ee=0.016;size=109;	Unsorted_D64
Seq1344;ee=0.042;size=109;	Unsorted_B19
Seq1358;ee=0.045;size=108;	Unsorted_E58
Seq1367;ee=0.014;size=108;	Unsorted_O12
Seq1366;ee=0.014;size=108;	Unsorted_O2
Seq1391;ee=0.011;size=106;	Unsorted_H53
Seq1394;ee=0.015;size=106;	Unsorted_E7
Seq1404;ee=0.017;size=106;	Unsorted_J13
Seq1401;ee=0.015;size=106;	Unsorted_E69
Seq1409;ee=0.022;size=105;	Unsorted_C2
Seq1413;ee=0.013;size=105;	Unsorted_L44
Seq1420;ee=0.022;size=105;	Unsorted_C43
Seq1432;ee=0.055;size=104;	Unsorted_J22
Seq1443;ee=0.017;size=103;	Unsorted_I2
Seq1449;ee=0.015;size=103;	Unsorted_Q11
Seq1458;ee=0.014;size=102;	Unsorted_O17
Seq1455;ee=0.017;size=103;	Unsorted_I51
Seq1459;ee=0.0062;size=102;	Unsorted_N35
Seq1466;ee=0.009;size=102;	Unsorted_M36
Seq1481;ee=0.023;size=102;	Unsorted_C5
Seq1486;ee=0.018;size=101;	Unsorted_I48
Seq1489;ee=0.022;size=101;	Unsorted_C70
Seq1491;ee=0.054;size=100;	Unsorted_C42
Seq1498;ee=0.3;size=100;	Unsorted_H25
Seq1501;ee=0.023;size=100;	Unsorted_C60
Seq1521;ee=0.017;size=99;	Unsorted_I50
Seq1542;ee=0.0062;size=98;	Unsorted_N75
Seq1550;ee=0.0062;size=98;	Unsorted_N2
Seq1572;ee=0.016;size=97;	Unsorted_O37
Seq1586;ee=0.052;size=96;	Unsorted_F56
Seq1588;ee=0.18;size=96;	Unsorted_H11
Seq1610;ee=0.011;size=95;	Unsorted_H33
Seq1623;ee=0.016;size=94;	Unsorted_B33
Seq1625;ee=0.017;size=94;	Unsorted_I19
Seq1653;ee=0.018;size=93;	Unsorted_K27
Seq1656;ee=0.38;size=93;	Unsorted_I69
Seq1645;ee=0.011;size=93;	Unsorted_H47
Seq1650;ee=0.018;size=93;	Unsorted_I31
Seq1685;ee=0.022;size=92;	Unsorted_C3
Seq1697;ee=0.017;size=91;	Unsorted_F41
Seq1724;ee=0.015;size=90;	Unsorted_O4
Seq1722;ee=0.023;size=90;	Unsorted_C15
Seq1743;ee=0.017;size=89;	Unsorted_I41
Seq1748;ee=0.018;size=89;	Unsorted_J16
Seq1794;ee=0.017;size=87;	Unsorted_F58
Seq1795;ee=0.014;size=87;	Unsorted_D6
Seq1812;ee=0.012;size=86;	Unsorted_H13
Seq1813;ee=0.011;size=86;	Unsorted_H24
Seq1830;ee=0.011;size=86;	Unsorted_H39
Seq1828;ee=0.022;size=86;	Unsorted_C67
Seq1833;ee=0.019;size=86;	Unsorted_B25
Seq1866;ee=0.023;size=85;	Unsorted_C31
Seq1878;ee=0.014;size=84;	Unsorted_O10
Seq1879;ee=0.014;size=84;	Unsorted_O19
Seq1880;ee=0.0062;size=84;	Unsorted_N71
Seq1885;ee=0.017;size=84;	Unsorted_F25
Seq1888;ee=0.023;size=84;	Unsorted_C10
Seq1902;ee=0.022;size=84;	Unsorted_C30
Seq1942;ee=0.017;size=83;	Unsorted_F15
Seq1930;ee=0.11;size=83;	Unsorted_D46
Seq1954;ee=0.0085;size=82;	Unsorted_M43
Seq1949;ee=0.017;size=82;	Unsorted_J51
Seq1957;ee=0.024;size=82;	Unsorted_C33
Seq1958;ee=0.02;size=82;	Unsorted_G69
Seq2007;ee=0.011;size=81;	Unsorted_H70
Seq2010;ee=0.015;size=81;	Unsorted_E19
Seq2016;ee=0.0062;size=80;	Unsorted_N7
Seq2014;ee=0.0062;size=80;	Unsorted_N52
Seq2028;ee=0.014;size=80;	Unsorted_D52
Seq2048;ee=0.019;size=79;	Unsorted_K64
Seq2054;ee=0.018;size=79;	Unsorted_I18
Seq2077;ee=0.012;size=79;	Unsorted_P4
Seq2098;ee=0.35;size=78;	Unsorted_C63
Seq2117;ee=0.016;size=78;	Unsorted_Q16
Seq2129;ee=0.014;size=77;	Unsorted_O75
Seq2137;ee=0.015;size=77;	Unsorted_Q67
Seq2170;ee=0.013;size=76;	Unsorted_L54
Seq2172;ee=0.011;size=76;	Unsorted_P15
Seq2194;ee=0.015;size=75;	Unsorted_E14
Seq2253;ee=0.014;size=74;	Unsorted_D39
Seq2277;ee=0.016;size=73;	Unsorted_B34
Seq2288;ee=0.015;size=73;	Unsorted_Q54
Seq2293;ee=0.018;size=72;	Unsorted_I64
Seq2331;ee=0.014;size=72;	Unsorted_O63
Seq2341;ee=0.014;size=71;	Unsorted_O52
Seq2365;ee=0.015;size=71;	Unsorted_Q8
Seq2367;ee=0.017;size=71;	Unsorted_J2
Seq2406;ee=0.0062;size=70;	Unsorted_N50
Seq2407;ee=0.017;size=70;	Unsorted_B43
Seq2440;ee=0.02;size=69;	Unsorted_G52
Seq2446;ee=0.014;size=69;	Unsorted_D72
Seq2445;ee=0.017;size=69;	Unsorted_I56
Seq2463;ee=0.04;size=68;	Unsorted_Q55
Seq2478;ee=0.011;size=68;	Unsorted_H44
Seq2475;ee=0.017;size=68;	Unsorted_F30
Seq2490;ee=0.013;size=68;	Unsorted_L31
Seq2534;ee=0.016;size=67;	Unsorted_Q58
Seq2555;ee=0.018;size=66;	Unsorted_F65
Seq2594;ee=0.014;size=66;	Unsorted_D75
Seq2591;ee=0.02;size=66;	Unsorted_G47
Seq2596;ee=0.016;size=65;	Unsorted_Q44
Seq2602;ee=0.015;size=65;	Unsorted_Q63
Seq2606;ee=0.0086;size=65;	Unsorted_M47
Seq2621;ee=0.0086;size=65;	Unsorted_M55
Seq2629;ee=0.015;size=65;	Unsorted_Q61
Seq2635;ee=0.012;size=65;	Unsorted_P27
Seq2663;ee=0.011;size=64;	Unsorted_H67
Seq2709;ee=0.014;size=63;	Unsorted_E45
Seq2715;ee=0.011;size=63;	Unsorted_P18
Seq2746;ee=0.014;size=63;	Unsorted_O73
Seq2756;ee=0.017;size=62;	Unsorted_J39
Seq2800;ee=0.0062;size=62;	Unsorted_N64
Seq2812;ee=0.27;size=61;	Unsorted_G6
Seq2838;ee=0.012;size=61;	Unsorted_P57
Seq2855;ee=0.017;size=61;	Unsorted_I72
Seq2852;ee=0.061;size=61;	Unsorted_B14
Seq2879;ee=0.016;size=60;	Unsorted_B40
Seq2882;ee=0.017;size=60;	Unsorted_F48
Seq2880;ee=0.017;size=60;	Unsorted_F9
Seq2903;ee=0.017;size=60;	Unsorted_I47
Seq2919;ee=0.024;size=60;	Unsorted_C7
Seq2948;ee=0.015;size=59;	Unsorted_Q26
Seq2941;ee=0.023;size=59;	Unsorted_C36
Seq2959;ee=0.023;size=59;	Unsorted_C20
Seq2952;ee=0.017;size=59;	Unsorted_I46
Seq2981;ee=0.014;size=59;	Unsorted_D48
Seq2985;ee=0.014;size=58;	Unsorted_O65
Seq3000;ee=0.0062;size=58;	Unsorted_N72
Seq3032;ee=0.0062;size=58;	Unsorted_N26
Seq3041;ee=0.018;size=58;	Unsorted_F14
Seq3039;ee=0.0083;size=58;	Unsorted_M26
Seq3054;ee=0.017;size=57;	Unsorted_J20
Seq3053;ee=0.015;size=57;	Unsorted_Q2
Seq3057;ee=0.018;size=57;	Unsorted_K5
Seq3059;ee=0.69;size=57;	Unsorted_J5
Seq3076;ee=0.017;size=57;	Unsorted_I32
Seq3091;ee=0.018;size=57;	Unsorted_I63
Seq3112;ee=0.0062;size=56;	Unsorted_N57
Seq3110;ee=0.025;size=56;	Unsorted_C18
Seq3126;ee=0.015;size=56;	Unsorted_Q57
Seq3121;ee=0.018;size=56;	Unsorted_I27
Seq3132;ee=0.015;size=56;	Unsorted_E55
Seq3198;ee=0.011;size=55;	Unsorted_H41
Seq3209;ee=0.014;size=55;	Unsorted_O16
Seq3218;ee=0.0086;size=54;	Unsorted_M50
Seq3233;ee=0.0086;size=54;	Unsorted_M7
Seq3250;ee=0.016;size=54;	Unsorted_E10
Seq3268;ee=0.68;size=54;	Unsorted_F44
Seq3310;ee=0.014;size=53;	Unsorted_O60
Seq3303;ee=0.017;size=53;	Unsorted_F3
Seq3325;ee=0.0062;size=53;	Unsorted_N11
Seq3347;ee=0.0062;size=53;	Unsorted_N70
Seq3411;ee=0.017;size=52;	Unsorted_F10
Seq3452;ee=0.016;size=52;	Unsorted_B72
Seq3467;ee=0.017;size=51;	Unsorted_I9
Seq3546;ee=0.0084;size=50;	Unsorted_M66
Seq3561;ee=0.012;size=50;	Unsorted_P49
Seq3592;ee=0.15;size=50;	Unsorted_C40
Seq3596;ee=0.2;size=50;	Unsorted_D11
Seq3590;ee=0.0087;size=50;	Unsorted_M20
Seq3611;ee=0.011;size=49;	Unsorted_P56
Seq3633;ee=0.017;size=49;	Unsorted_I20
Seq3624;ee=0.011;size=49;	Unsorted_H42
Seq3643;ee=0.014;size=49;	Unsorted_D9
Seq3686;ee=0.014;size=49;	Unsorted_O11
Seq3684;ee=0.0062;size=49;	Unsorted_N30
Seq3685;ee=0.0062;size=49;	Unsorted_N9
Seq3703;ee=0.015;size=48;	Unsorted_Q48
Seq3717;ee=0.0087;size=48;	Unsorted_M23
Seq3729;ee=0.013;size=48;	Unsorted_P3
Seq3753;ee=0.015;size=48;	Unsorted_Q56
Seq3777;ee=0.015;size=47;	Unsorted_E75
Seq3818;ee=0.017;size=47;	Unsorted_I8
Seq3847;ee=0.012;size=47;	Unsorted_P21
Seq3912;ee=0.9;size=46;	Unsorted_C38
Seq3917;ee=0.015;size=46;	Unsorted_E46
Seq3935;ee=0.014;size=46;	Unsorted_H55
Seq3952;ee=0.023;size=46;	Unsorted_C47
Seq3953;ee=0.012;size=46;	Unsorted_P23
Seq3955;ee=0.018;size=45;	Unsorted_F12
Seq3943;ee=0.011;size=46;	Unsorted_H16
Seq3979;ee=0.016;size=45;	Unsorted_B21
Seq4018;ee=0.017;size=45;	Unsorted_I17
Seq4035;ee=0.014;size=45;	Unsorted_O42
Seq4032;ee=0.017;size=45;	Unsorted_F23
Seq4034;ee=0.017;size=45;	Unsorted_I14
Seq4038;ee=0.0083;size=45;	Unsorted_M25
Seq4053;ee=0.018;size=45;	Unsorted_J14
Seq4101;ee=0.017;size=44;	Unsorted_B27
Seq4151;ee=0.012;size=44;	Unsorted_P38
Seq4177;ee=0.017;size=43;	Unsorted_F13
Seq4190;ee=0.015;size=43;	Unsorted_Q4
Seq4228;ee=0.015;size=43;	Unsorted_O46
Seq4263;ee=0.017;size=43;	Unsorted_I13
Seq4285;ee=0.015;size=42;	Unsorted_Q72
Seq4318;ee=0.017;size=42;	Unsorted_F47
Seq4353;ee=0.05;size=42;	Unsorted_F67
Seq4380;ee=0.0088;size=41;	Unsorted_M15
Seq4414;ee=0.022;size=41;	Unsorted_C50
Seq4415;ee=0.018;size=41;	Unsorted_F43
Seq4447;ee=0.017;size=41;	Unsorted_I62
Seq4457;ee=0.091;size=41;	Unsorted_H66
Seq4467;ee=0.02;size=41;	Unsorted_G36
Seq4486;ee=0.42;size=40;	Unsorted_P42
Seq4563;ee=0.012;size=40;	Unsorted_P61
Seq4611;ee=0.015;size=39;	Unsorted_Q70
Seq4627;ee=0.26;size=39;	Unsorted_D38
Seq4652;ee=0.0062;size=39;	Unsorted_N69
Seq4658;ee=0.018;size=39;	Unsorted_F61
Seq4667;ee=0.0088;size=39;	Unsorted_M69
Seq4683;ee=0.02;size=39;	Unsorted_G40
Seq4684;ee=0.017;size=39;	Unsorted_B49
Seq4695;ee=0.012;size=39;	Unsorted_H50
Seq4709;ee=0.18;size=38;	Unsorted_H49
Seq4805;ee=0.017;size=38;	Unsorted_B15
Seq4876;ee=0.047;size=37;	Unsorted_E6
Seq4911;ee=0.017;size=37;	Unsorted_F24
Seq4966;ee=0.0059;size=36;	Unsorted_A49
Seq4997;ee=0.23;size=36;	Unsorted_D54
Seq5032;ee=0.023;size=36;	Unsorted_C66
Seq5043;ee=0.0059;size=36;	PE38_A
Seq5069;ee=0.0062;size=36;	Unsorted_N12
Seq5106;ee=0.0084;size=35;	Unsorted_M24
Seq5153;ee=0.017;size=35;	Unsorted_J25
Seq5194;ee=0.017;size=35;	Unsorted_F75
Seq5255;ee=0.016;size=34;	Unsorted_B52
Seq5266;ee=0.017;size=34;	Unsorted_I33
Seq5271;ee=0.0059;size=34;	GFP11_A
Seq5281;ee=0.017;size=34;	Unsorted_J55
Seq5295;ee=0.014;size=34;	Unsorted_Q31
Seq5344;ee=0.0083;size=34;	Unsorted_M21
Seq5374;ee=0.015;size=34;	Unsorted_E74
Seq5371;ee=0.015;size=34;	Unsorted_D44
Seq5415;ee=0.017;size=33;	Unsorted_F50
Seq5424;ee=0.049;size=33;	Unsorted_F73
Seq5437;ee=0.016;size=33;	Unsorted_B46
Seq5441;ee=0.016;size=33;	Unsorted_B59
Seq5569;ee=0.016;size=32;	Unsorted_H57
Seq5622;ee=0.02;size=32;	Unsorted_G19
Seq5682;ee=0.017;size=32;	Unsorted_I24
Seq5702;ee=0.012;size=32;	Unsorted_P37
Seq5736;ee=0.015;size=31;	Unsorted_D55
Seq5780;ee=0.018;size=31;	Unsorted_Q60
Seq5817;ee=0.015;size=31;	Unsorted_Q20
Seq5875;ee=0.015;size=30;	Unsorted_E68
Seq5890;ee=0.022;size=30;	Unsorted_G75
Seq5893;ee=0.02;size=30;	Unsorted_G35
Seq5900;ee=0.012;size=30;	Unsorted_P7
Seq5952;ee=0.059;size=30;	Unsorted_P32
Seq5964;ee=0.16;size=30;	Unsorted_D57
Seq5959;ee=0.017;size=30;	Unsorted_F37
Seq5989;ee=0.018;size=30;	Unsorted_E70
Seq6058;ee=0.018;size=30;	Unsorted_K25
Seq6091;ee=0.017;size=29;	Unsorted_Q46
Seq6130;ee=0.017;size=29;	Unsorted_F2
Seq6150;ee=0.017;size=29;	Unsorted_I73
Seq6167;ee=0.014;size=29;	Unsorted_D26
Seq6211;ee=0.017;size=29;	Unsorted_B6
Seq6277;ee=0.014;size=28;	Unsorted_E63
Seq6347;ee=0.011;size=28;	Unsorted_H40
Seq6338;ee=0.017;size=28;	Unsorted_F45
Seq6358;ee=0.014;size=28;	Unsorted_O26
Seq6441;ee=0.13;size=28;	Unsorted_C4
Seq6499;ee=0.0092;size=27;	Unsorted_M10
Seq6602;ee=0.0062;size=27;	Unsorted_N49
Seq6600;ee=0.014;size=27;	Unsorted_O18
Seq6620;ee=0.0087;size=27;	Unsorted_M28
Seq6624;ee=0.015;size=27;	Unsorted_Q49
Seq6726;ee=0.017;size=26;	Unsorted_J52
Seq6734;ee=0.0093;size=26;	Unsorted_M73
Seq6756;ee=0.013;size=26;	Unsorted_L73
Seq6785;ee=0.018;size=26;	Unsorted_F8
Seq6803;ee=0.068;size=26;	Unsorted_B3
Seq6857;ee=0.017;size=26;	Unsorted_F51
Seq6918;ee=0.014;size=25;	Unsorted_D3
Seq6942;ee=0.0087;size=25;	Unsorted_M58
Seq6978;ee=0.0062;size=25;	Unsorted_N45
Seq7178;ee=0.016;size=24;	Unsorted_B54
Seq7217;ee=0.017;size=24;	Unsorted_J73
Seq7253;ee=0.0059;size=24;	CTLA-Avidin19_A
Seq7262;ee=0.017;size=24;	Unsorted_I65
Seq7312;ee=0.015;size=24;	Unsorted_D67
Seq7307;ee=0.0059;size=24;	GFP18_A
Seq7317;ee=0.017;size=24;	Unsorted_I67
Seq7325;ee=0.012;size=24;	Unsorted_P12
Seq7337;ee=0.017;size=24;	Unsorted_F38
Seq7343;ee=0.024;size=24;	Unsorted_C46
Seq7359;ee=0.012;size=24;	Unsorted_P8
Seq7378;ee=0.011;size=24;	Unsorted_H31
Seq7379;ee=0.0059;size=24;	GFP14_A
Seq7399;ee=0.14;size=23;	Unsorted_C58
Seq7527;ee=0.017;size=23;	Unsorted_B50
Seq7526;ee=0.012;size=23;	Unsorted_P19
Seq7579;ee=0.019;size=23;	Unsorted_H63
Seq7573;ee=0.017;size=23;	Unsorted_F68
Seq7671;ee=0.017;size=22;	Unsorted_I39
Seq7687;ee=0.015;size=22;	Unsorted_E41
Seq7836;ee=0.009;size=22;	Unsorted_M34
Seq7930;ee=0.0062;size=22;	Unsorted_N22
Seq7981;ee=0.0059;size=21;	GFP31_A
Seq7989;ee=0.023;size=21;	Unsorted_C8
Seq7997;ee=0.012;size=21;	Unsorted_P73
Seq8030;ee=0.0059;size=21;	CTLA-Avidin1_A
Seq8200;ee=0.0088;size=21;	Unsorted_M33
Seq8213;ee=0.014;size=21;	Unsorted_L72
Seq8268;ee=0.014;size=21;	Unsorted_D20
Seq8287;ee=0.012;size=20;	Unsorted_P41
Seq8337;ee=0.018;size=20;	Unsorted_K70
Seq8351;ee=0.016;size=20;	Unsorted_B16
Seq8400;ee=0.0062;size=20;	Unsorted_N10
Seq8431;ee=0.017;size=20;	Unsorted_B75
Seq8462;ee=0.012;size=20;	Unsorted_H35
Seq8468;ee=0.015;size=20;	Unsorted_Q10
Seq8629;ee=0.046;size=19;	Unsorted_Q74
Seq8652;ee=0.017;size=19;	Unsorted_I1
Seq8651;ee=0.012;size=19;	Unsorted_P13
Seq8675;ee=0.014;size=19;	Unsorted_O30
Seq8693;ee=0.0062;size=19;	Unsorted_N32
Seq8707;ee=0.0085;size=19;	Unsorted_M46
Seq8760;ee=0.046;size=19;	Unsorted_Q47
Seq8759;ee=0.016;size=19;	Unsorted_Q13
Seq8781;ee=0.015;size=19;	Unsorted_Q71
Seq8775;ee=0.016;size=19;	Unsorted_B30
Seq8779;ee=0.022;size=19;	Unsorted_C44
Seq8806;ee=0.02;size=19;	Unsorted_G66
Seq8964;ee=0.017;size=19;	Unsorted_B37
Seq9000;ee=0.018;size=19;	Unsorted_I75
Seq9091;ee=0.012;size=18;	Unsorted_P25
Seq9133;ee=0.018;size=18;	Unsorted_I16
Seq9150;ee=0.0088;size=18;	Unsorted_M51
Seq9206;ee=0.015;size=18;	Unsorted_Q17
Seq9316;ee=0.015;size=18;	Unsorted_Q14
Seq9391;ee=0.017;size=18;	Unsorted_I71
Seq9428;ee=0.017;size=18;	Unsorted_J3
Seq9577;ee=0.015;size=17;	Unsorted_Q7
Seq9724;ee=0.016;size=17;	Unsorted_Q75
Seq9777;ee=0.017;size=17;	Unsorted_J66
Seq9798;ee=0.013;size=17;	Unsorted_L47
Seq9824;ee=0.018;size=17;	Unsorted_K15
Seq9865;ee=0.017;size=17;	Unsorted_F36
Seq9859;ee=0.0088;size=17;	Unsorted_M5
Seq9932;ee=0.49;size=16;	Unsorted_C22
Seq9973;ee=0.014;size=16;	Unsorted_D19
Seq10038;ee=0.0059;size=16;	PE50_A
Seq10029;ee=0.018;size=16;	Unsorted_J24
Seq10068;ee=0.45;size=16;	Unsorted_D37
Seq10067;ee=0.016;size=16;	Unsorted_B74
Seq10090;ee=0.015;size=16;	Unsorted_E40
Seq10125;ee=0.017;size=16;	Unsorted_I68
Seq10197;ee=0.017;size=16;	Unsorted_J37
Seq10220;ee=0.018;size=16;	Unsorted_I29
Seq10245;ee=0.017;size=16;	Unsorted_F64
Seq10319;ee=0.0086;size=16;	Unsorted_M39
Seq10353;ee=0.011;size=16;	Unsorted_H36
Seq10399;ee=0.42;size=15;	Unsorted_I3
Seq10434;ee=0.018;size=15;	Unsorted_B8
Seq10584;ee=0.0062;size=15;	Unsorted_N25
Seq10662;ee=0.017;size=15;	Unsorted_J17
Seq10680;ee=0.0089;size=15;	Unsorted_M1
Seq10724;ee=0.012;size=15;	Unsorted_P36
Seq10800;ee=0.017;size=15;	Unsorted_I66
Seq10820;ee=0.017;size=15;	Unsorted_I15
Seq10871;ee=0.014;size=15;	Unsorted_O48
Seq10895;ee=0.016;size=14;	Unsorted_B66
Seq10907;ee=0.0062;size=14;	Unsorted_N24
Seq10900;ee=0.015;size=14;	Unsorted_O58
Seq10947;ee=0.0085;size=14;	Unsorted_M9
Seq11054;ee=0.0059;size=14;	GFP22_A
Seq11201;ee=0.017;size=14;	Unsorted_F22
Seq11323;ee=0.011;size=14;	Unsorted_H1
Seq11357;ee=0.024;size=14;	Unsorted_C55
Seq11479;ee=0.0059;size=13;	GFP25_A
Seq11502;ee=0.015;size=13;	Unsorted_Q32
Seq11567;ee=0.016;size=13;	Unsorted_B36
Seq11648;ee=0.019;size=13;	Unsorted_I36
Seq11725;ee=0.023;size=13;	Unsorted_C74
Seq11732;ee=0.0059;size=13;	PE30_A
Seq11743;ee=0.017;size=13;	Unsorted_P2
Seq11777;ee=0.014;size=13;	Unsorted_D50
Seq11884;ee=0.017;size=13;	Unsorted_I44
Seq11964;ee=0.015;size=13;	Unsorted_Q19
Seq12005;ee=0.017;size=13;	Unsorted_I38
Seq12041;ee=0.015;size=12;	Unsorted_D41
Seq12054;ee=0.016;size=12;	Unsorted_B73
Seq12191;ee=0.02;size=12;	Unsorted_Q1
Seq12334;ee=0.02;size=12;	Unsorted_G18
Seq12354;ee=0.016;size=12;	Unsorted_B39
Seq12350;ee=0.011;size=12;	Unsorted_H27
Seq12473;ee=0.011;size=12;	Unsorted_H17
Seq12512;ee=0.0059;size=12;	GFP5_A
Seq12603;ee=0.012;size=12;	Unsorted_P72
Seq12773;ee=0.011;size=11;	Unsorted_H34
Seq12817;ee=0.015;size=11;	Unsorted_E8
Seq12859;ee=0.02;size=11;	Unsorted_K47
Seq12955;ee=0.014;size=11;	Unsorted_D59
Seq13076;ee=0.017;size=11;	Unsorted_F59
Seq13203;ee=0.11;size=11;	Unsorted_P17
Seq13290;ee=0.0089;size=11;	Unsorted_M29
Seq13322;ee=0.017;size=11;	Unsorted_J54
Seq13400;ee=0.014;size=11;	Unsorted_H19
Seq13525;ee=0.012;size=11;	Unsorted_P11
Seq13521;ee=0.018;size=11;	Unsorted_H15
Seq13651;ee=0.0086;size=10;	Unsorted_M41
Seq13654;ee=0.019;size=10;	Unsorted_J18
Seq13643;ee=0.016;size=10;	Unsorted_B32
Seq13746;ee=0.0084;size=10;	Unsorted_M4
Seq13813;ee=0.0059;size=10;	Luciferase9_A
Seq13897;ee=0.0059;size=10;	GFP48_A
Seq13899;ee=0.011;size=10;	Unsorted_P47
Seq14016;ee=0.014;size=10;	Unsorted_D71
Seq14035;ee=0.014;size=10;	Unsorted_D53
Seq14081;ee=0.0059;size=10;	GFP20_A
Seq14103;ee=0.0085;size=10;	Unsorted_M18
Seq14186;ee=0.017;size=10;	Unsorted_I42
Seq14236;ee=0.02;size=10;	Unsorted_G29
Seq14385;ee=0.017;size=10;	Unsorted_I55
Seq14431;ee=0.016;size=9;	Unsorted_E2
Seq14436;ee=0.075;size=9;	Unsorted_B48
Seq14508;ee=0.0059;size=9;	GFP39_A
Seq14608;ee=0.017;size=9;	Unsorted_F46
Seq14606;ee=0.015;size=9;	Unsorted_Q35
Seq14681;ee=0.011;size=9;	Unsorted_P66
Seq14722;ee=0.0089;size=9;	Unsorted_M70
Seq14784;ee=0.014;size=9;	Unsorted_D24
Seq14956;ee=0.0062;size=9;	VEGF21_N
Seq15115;ee=0.017;size=9;	Unsorted_D43
Seq15189;ee=0.016;size=9;	Unsorted_B70
Seq15229;ee=0.014;size=9;	Unsorted_O3
Seq15301;ee=0.0059;size=9;	GFP43_A
Seq15355;ee=0.04;size=9;	Unsorted_P1
Seq15351;ee=0.018;size=9;	Unsorted_F72
Seq15358;ee=0.012;size=9;	Unsorted_P29
Seq15599;ee=0.045;size=8;	Unsorted_O33
Seq15666;ee=0.0059;size=8;	GFP8_A
Seq15683;ee=0.0059;size=8;	GFP32_A
Seq15738;ee=0.016;size=8;	Unsorted_B38
Seq15849;ee=0.011;size=8;	Unsorted_H61
Seq16015;ee=0.02;size=8;	Unsorted_G3
Seq16013;ee=0.015;size=8;	Unsorted_D1
Seq16056;ee=0.014;size=8;	Unsorted_O41
Seq16128;ee=0.017;size=8;	Unsorted_J53
Seq16127;ee=0.015;size=8;	Unsorted_Q24
Seq16172;ee=0.0059;size=8;	CTLA-Avidin7_A
Seq16229;ee=0.0085;size=8;	Unsorted_M17
Seq16228;ee=0.018;size=8;	Unsorted_K14
Seq16240;ee=0.017;size=8;	Unsorted_I59
Seq16252;ee=0.014;size=8;	Unsorted_O55
Seq16267;ee=0.017;size=8;	Unsorted_F63
Seq16345;ee=0.015;size=8;	Unsorted_Q21
Seq16363;ee=0.02;size=8;	Unsorted_I74
Seq16531;ee=0.0059;size=8;	GFP6_A
Seq16644;ee=0.011;size=7;	Unsorted_P67
Seq16665;ee=0.056;size=7;	Unsorted_C72
Seq16778;ee=0.018;size=7;	Unsorted_K43
Seq16797;ee=0.0059;size=7;	GFP34_A
Seq16950;ee=0.014;size=7;	Unsorted_D18
Seq17004;ee=0.017;size=7;	Unsorted_K49
Seq17252;ee=0.017;size=7;	Unsorted_F29
Seq17251;ee=0.023;size=7;	Unsorted_C59
Seq17262;ee=0.026;size=7;	Unsorted_E72
Seq17342;ee=0.017;size=7;	Unsorted_F32
Seq17541;ee=0.014;size=7;	Unsorted_D34
Seq17717;ee=0.015;size=7;	Unsorted_Q65
Seq17748;ee=0.014;size=7;	Unsorted_D25
Seq17787;ee=0.011;size=7;	Unsorted_H21
Seq18011;ee=0.0059;size=6;	Luciferase17_A
Seq18067;ee=0.29;size=6;	Unsorted_K19
Seq18078;ee=0.017;size=6;	Unsorted_B51
Seq18172;ee=0.059;size=6;	Unsorted_E53
Seq18246;ee=0.014;size=6;	Unsorted_D36
Seq18319;ee=0.014;size=6;	Unsorted_O20
Seq18332;ee=0.015;size=6;	Unsorted_O51
Seq18510;ee=0.0059;size=6;	GFP42_A
Seq18933;ee=0.52;size=6;	Unsorted_D40
Seq19033;ee=0.016;size=6;	GFP3_A
Seq19057;ee=0.0059;size=6;	PD1-Avidin29_A
Seq19120;ee=0.043;size=6;	Unsorted_I43
Seq19173;ee=0.02;size=6;	Unsorted_J70
Seq19524;ee=0.02;size=6;	Unsorted_G31
Seq19512;ee=0.021;size=6;	Unsorted_G13
Seq19541;ee=0.012;size=6;	Unsorted_P59
Seq19547;ee=0.018;size=6;	Unsorted_B12
Seq19733;ee=0.0059;size=5;	PD1-Avidin40_A
Seq20080;ee=0.015;size=5;	Unsorted_Q64
Seq20152;ee=0.014;size=5;	Unsorted_D63
Seq20275;ee=0.013;size=5;	Unsorted_H46
Seq20505;ee=0.017;size=5;	Unsorted_I26
Seq20868;ee=0.019;size=5;	Unsorted_F49
Seq20888;ee=0.016;size=5;	Unsorted_B44
Seq20983;ee=0.016;size=5;	Unsorted_B53
Seq20996;ee=0.016;size=5;	Unsorted_B17
Seq21155;ee=0.015;size=5;	Unsorted_Q9
Seq21272;ee=0.0059;size=5;	PD1-Avidin21_A
Seq21374;ee=0.0059;size=5;	GFP47_A
Seq21502;ee=0.0059;size=5;	GFP2_A
